Title,Tags
How to apply recursion in this problem,<recursion
Counting hops in a network when broadcasting,<computer-networks
Find hamilton cycle in a directed graph reduced to sat problem,<graph-theory
Find hamilton cycle in a directed graph reduced to sat problem,<satisfiability
Find hamilton cycle in a directed graph reduced to sat problem,<propositional-logic
Find hamilton cycle in a directed graph reduced to sat problem,<hamiltonian-path
Find hamilton cycle in a directed graph reduced to sat problem,<hamiltonian-circuit
Integer programming for the courier (goods delivery) scheduling problem,<graphs
Integer programming for the courier (goods delivery) scheduling problem,<optimization
Integer programming for the courier (goods delivery) scheduling problem,<scheduling
Integer programming for the courier (goods delivery) scheduling problem,<integer-programming
Integer programming for the courier (goods delivery) scheduling problem,<modelling
"Multilayer perceptron, adaptive learning with momentum",<neural-networks
Describing the asymtotic complexity of processing two-dimensional data structures,<algorithm-analysis
Describing the asymtotic complexity of processing two-dimensional data structures,<asymptotics
Describing the asymtotic complexity of processing two-dimensional data structures,<runtime-analysis
"Where are the address, control and data buses on a computer",<computer-architecture
"Where are the address, control and data buses on a computer",<cpu
Approximate Subset Sum with negative numbers,<complexity-theory
Approximate Subset Sum with negative numbers,<np-complete
Approximate Subset Sum with negative numbers,<reductions
Approximate Subset Sum with negative numbers,<approximation
Term for shifting work to idle machines,<terminology
Term for shifting work to idle machines,<distributed-systems
Term for shifting work to idle machines,<computer-networks
how to prove the periodity of an LFSR,<algorithm-analysis
how to prove the periodity of an LFSR,<proof-techniques
how to prove the periodity of an LFSR,<pseudo-random-generators
"What is an ""encoding"" of a TM?",<turing-machines
"What is an ""encoding"" of a TM?",<automata
"What is an ""encoding"" of a TM?",<reductions
"What is an ""encoding"" of a TM?",<encoding-scheme
Turing machine for adding numbers,<algorithms
Turing machine for adding numbers,<turing-machines
Turing machine for adding numbers,<arithmetic
How do neural networks learn concepts?,<machine-learning
How do neural networks learn concepts?,<artificial-intelligence
How do neural networks learn concepts?,<neural-networks
Proving that $A=\{w_{2i}|w_{2i}\not\in L(M_i)\}$ is not Turing-recognizable,<turing-machines
How might one go about building neural network used to make a numerical forecast?,<neural-networks
Efficient algorithm for rectangle containment,<algorithms
Efficient algorithm for rectangle containment,<computational-geometry
"Context-free languages not closed under making them ""extension-free""",<formal-languages
"Context-free languages not closed under making them ""extension-free""",<context-free
"Context-free languages not closed under making them ""extension-free""",<closure-properties
Dempster-Shafer theory initial belief values,<probability-theory
Horn clause for the following formula,<algorithms
Horn clause for the following formula,<logical-validity
Do Self Types make the Calculus of Inductive Constructions obsolete?,<lambda-calculus
Do Self Types make the Calculus of Inductive Constructions obsolete?,<type-theory
Do Self Types make the Calculus of Inductive Constructions obsolete?,<functional-programming
Do Self Types make the Calculus of Inductive Constructions obsolete?,<inductive-datatypes
Proof of APSPACE = EXP,<complexity-theory
Proof of APSPACE = EXP,<time-complexity
Proof of APSPACE = EXP,<complexity-classes
Proof of APSPACE = EXP,<space-complexity
Hash Table: Relation between position of a value and Hash table size,<data-structures
Hash Table: Relation between position of a value and Hash table size,<hash-tables
Why is the complement of a language that is not regular also not regular?,<formal-languages
Why is the complement of a language that is not regular also not regular?,<regular-languages
Why is the complement of a language that is not regular also not regular?,<closure-properties
Automaton for 'almost' same word in language,<automata
Automaton for 'almost' same word in language,<finite-automata
Convolutional Neural Network Example in Tensorflow,<neural-networks
O(1) access into an array-like data structure with numerical ranges for keys,<data-structures
O(1) access into an array-like data structure with numerical ranges for keys,<time-complexity
O(1) access into an array-like data structure with numerical ranges for keys,<dictionaries
"NFA to DFA, where DFA got exactly $2^n$ states used",<formal-languages
"NFA to DFA, where DFA got exactly $2^n$ states used",<automata
Dangling else determinism,<context-free
Dangling else determinism,<formal-grammars
Dangling else determinism,<nondeterminism
Set of Turing machines $S$ such that any $A \in S$ halts on input the description of any $B \in S$,<computability
Set of Turing machines $S$ such that any $A \in S$ halts on input the description of any $B \in S$,<turing-machines
Variations of Greedy Algorithm,<algorithms
Variations of Greedy Algorithm,<terminology
Variations of Greedy Algorithm,<greedy-algorithms
Problem related to the Knapsack problem: Is it NP-hard?,<complexity-theory
Problem related to the Knapsack problem: Is it NP-hard?,<np-hard
Problem related to the Knapsack problem: Is it NP-hard?,<knapsack-problems
Interpretation in scripting languages,<programming-languages
Interpretation in scripting languages,<compilers
Interpretation in scripting languages,<interpreters
Macro expansion is done in which phase of a compiler?,<compilers
Question about ε-moves at $\varepsilon NFA$,<automata
Question about ε-moves at $\varepsilon NFA$,<finite-automata
Sum of heights in a complete binary tree (induction),<binary-trees
Sum of heights in a complete binary tree (induction),<induction
3D Column Sort (Leighton) Algorithm,<sorting
3D Column Sort (Leighton) Algorithm,<matrices
What is the difference between dynamic programming and a mere caching?,<dynamic-programming
How to make a NFA (or DFA) from $\varepsilon$NFA?,<automata
How to make a NFA (or DFA) from $\varepsilon$NFA?,<finite-automata
Application Ambiguity in Untyped Lambda Calculus,<lambda-calculus
Conjectured NP-complete problems,<complexity-theory
Conjectured NP-complete problems,<reference-request
Conjectured NP-complete problems,<np-complete
Can we use a different encoding scheme to solve an unsolvable language?,<computability
Can we use a different encoding scheme to solve an unsolvable language?,<turing-machines
Can we use a different encoding scheme to solve an unsolvable language?,<halting-problem
Why clear the child's and not the parent's mark in Fibonacci heaps?,<data-structures
Why clear the child's and not the parent's mark in Fibonacci heaps?,<heaps
Why is the step property in a balancing network defined as it is?,<algorithms
Why is the step property in a balancing network defined as it is?,<parallel-computing
"What does it mean to be ""independent of machine model""?",<complexity-theory
"What does it mean to be ""independent of machine model""?",<terminology
"What does it mean to be ""independent of machine model""?",<computation-models
How to Apply Binary Transformations?,<binary-trees
How to Apply Binary Transformations?,<arithmetic
How to Apply Binary Transformations?,<boolean-algebra
Branch clustering for an MST,<algorithms
Branch clustering for an MST,<graph-theory
Branch clustering for an MST,<graphs
Branch clustering for an MST,<image-processing
Branch clustering for an MST,<weighted-graphs
Time complexity of this solution to N-queens problem,<algorithms
Time complexity of this solution to N-queens problem,<algorithm-analysis
Time complexity of this solution to N-queens problem,<asymptotics
Time complexity of this solution to N-queens problem,<search-algorithms
Time complexity of this solution to N-queens problem,<backtracking
Why do we need $k \geq n$ in Dijkstra's token ring self-stabilizing system?,<mutual-exclusion
Cyber Security - recommended reading,<reference-request
Trouble finding loop invariant for this while loop,<algorithms
Trouble finding loop invariant for this while loop,<correctness-proof
Trouble finding loop invariant for this while loop,<loop-invariants
Deterministic query complexity and polynomial degree,<complexity-theory
Deterministic query complexity and polynomial degree,<polynomials
Number of special paths between two nodes,<algorithms
Number of special paths between two nodes,<graphs
Number of special paths between two nodes,<number-theory
Proving grammar only generate strings that is multiple of 3,<formal-languages
Proving grammar only generate strings that is multiple of 3,<regular-languages
Proving grammar only generate strings that is multiple of 3,<formal-grammars
Proving grammar only generate strings that is multiple of 3,<proof-techniques
How to remember NFA's choice on a certain computation?,<automata
How to remember NFA's choice on a certain computation?,<finite-automata
How to remember NFA's choice on a certain computation?,<nondeterminism
What does it mean to fool a function?,<complexity-theory
What does it mean to fool a function?,<terminology
What does it mean to fool a function?,<pseudo-random-generators
How to prove that a polynomial of degree n is θ(x^n),<asymptotics
is Co-NP in PSPACE?,<complexity-theory
is Co-NP in PSPACE?,<time-complexity
is Co-NP in PSPACE?,<complexity-classes
is Co-NP in PSPACE?,<space-complexity
Help understanding this algorithm that's supposed to solve the critical section problem through mutual exclusion,<operating-systems
Help understanding this algorithm that's supposed to solve the critical section problem through mutual exclusion,<concurrency
Help understanding this algorithm that's supposed to solve the critical section problem through mutual exclusion,<mutual-exclusion
Why arrival process of packets at a switch is not a Poisson Process?,<terminology
Why arrival process of packets at a switch is not a Poisson Process?,<probability-theory
Why arrival process of packets at a switch is not a Poisson Process?,<computer-networks
Why arrival process of packets at a switch is not a Poisson Process?,<modelling
"Which ""ID"" extraction is correct?",<logic
"Which ""ID"" extraction is correct?",<security
What NP decision problems are not self-reducible?,<complexity-theory
What NP decision problems are not self-reducible?,<reductions
What NP decision problems are not self-reducible?,<decision-problem
What NP decision problems are not self-reducible?,<np
What is the minimum pumping length of the following languages?,<regular-languages
What is the minimum pumping length of the following languages?,<finite-automata
What is the minimum pumping length of the following languages?,<regular-expressions
What is the minimum pumping length of the following languages?,<pumping-lemma
Is greedy algorithm the best algorithm for set cover problem?,<approximation
Is greedy algorithm the best algorithm for set cover problem?,<greedy-algorithms
Is greedy algorithm the best algorithm for set cover problem?,<set-cover
EPI question on multiplying two integers,<algorithms
EPI question on multiplying two integers,<arithmetic
EPI question on multiplying two integers,<multiplication
How do I prove that a language is deletion closed?,<formal-languages
How do I prove that a language is deletion closed?,<regular-languages
How do I prove that a language is deletion closed?,<proof-techniques
How do I prove that a language is deletion closed?,<closure-properties
Finding regular expression for a language with more substring of one type than from another,<regular-languages
Finding regular expression for a language with more substring of one type than from another,<finite-automata
Finding regular expression for a language with more substring of one type than from another,<regular-expressions
Effect of value of k in K-Nearest Neighbor,<machine-learning
Effect of value of k in K-Nearest Neighbor,<artificial-intelligence
Halting problem - one issue that's bothering me,<computability
Halting problem - one issue that's bothering me,<halting-problem
Call-by-reference semantics for RPC,<programming-languages
Call-by-reference semantics for RPC,<distributed-systems
"Complexity of covering subset of the monoid $(\{0,1\}^n, \text{OR})$",<complexity-theory
"Complexity of covering subset of the monoid $(\{0,1\}^n, \text{OR})$",<optimization
"Complexity of covering subset of the monoid $(\{0,1\}^n, \text{OR})$",<algebra
Local search to find minimum degree spanning tree,<algorithms
Local search to find minimum degree spanning tree,<spanning-trees
Local search to find minimum degree spanning tree,<minimum-spanning-tree
Relationship between RAM size and 32-bit vs 64-bit word size,<computer-architecture
Relationship between RAM size and 32-bit vs 64-bit word size,<memory-hardware
Defining a Turing machine for $0^n 1^n 0^1$,<turing-machines
Defining a Turing machine for $0^n 1^n 0^1$,<automata
Regex matching the language,<regular-expressions
How would a finite state transducer with no output function work?,<automata
How would a finite state transducer with no output function work?,<finite-automata
How would a finite state transducer with no output function work?,<simulation
How would a finite state transducer with no output function work?,<transducers
How is this algorithm average case derived?,<algorithm-analysis
How is this algorithm average case derived?,<runtime-analysis
How is this algorithm average case derived?,<search-algorithms
How is this algorithm average case derived?,<average-case
Coin Change Problem(Greedy Algorithm),<algorithms
Coin Change Problem(Greedy Algorithm),<optimization
Coin Change Problem(Greedy Algorithm),<greedy-algorithms
"How can I compare two different neural networks, from a theorical point of view?",<machine-learning
"How can I compare two different neural networks, from a theorical point of view?",<efficiency
"How can I compare two different neural networks, from a theorical point of view?",<neural-networks
"How can I compare two different neural networks, from a theorical point of view?",<comparison
"How to express r-bounded waiting for $r=0,1,2$ in LTL and Promela?",<logic
"How to express r-bounded waiting for $r=0,1,2$ in LTL and Promela?",<concurrency
"How to express r-bounded waiting for $r=0,1,2$ in LTL and Promela?",<linear-temporal-logic
constant step-size assumption in non-asymptotic analysis of stochastic gradient descent,<algorithm-analysis
constant step-size assumption in non-asymptotic analysis of stochastic gradient descent,<optimization
constant step-size assumption in non-asymptotic analysis of stochastic gradient descent,<runtime-analysis
constant step-size assumption in non-asymptotic analysis of stochastic gradient descent,<randomized-algorithms
Deleting useless (dead) states from a finite automaton,<automata
Deleting useless (dead) states from a finite automaton,<optimization
Deleting useless (dead) states from a finite automaton,<finite-automata
Can a Turing Machine have infinite accept states?,<turing-machines
Can a Turing Machine have infinite accept states?,<computation-models
How is (0|1|...|n) handled as a DFA?,<finite-automata
How is (0|1|...|n) handled as a DFA?,<regular-expressions
What does it mean to have tokens at a state in a balancing network?,<algorithms
What does it mean to have tokens at a state in a balancing network?,<parallel-computing
How do balancers work in the context of counting and balancing networks?,<algorithms
How do balancers work in the context of counting and balancing networks?,<parallel-computing
Programming Thompson's algorithm: How to represent a NFA?,<automata
Programming Thompson's algorithm: How to represent a NFA?,<finite-automata
Programming Thompson's algorithm: How to represent a NFA?,<syntax
Help with proof involving weighted full binary tree,<graph-theory
Help with proof involving weighted full binary tree,<trees
Help with proof involving weighted full binary tree,<binary-trees
Help with proof involving weighted full binary tree,<induction
Time complexity in relation to data size,<algorithm-analysis
Time complexity in relation to data size,<runtime-analysis
Time complexity in relation to data size,<space-analysis
Removing unreachable states from $M$ does not change $L(M)$,<automata
Removing unreachable states from $M$ does not change $L(M)$,<finite-automata
How is out-of-order instruction execution related to superscalar execution?,<operating-systems
How is out-of-order instruction execution related to superscalar execution?,<parallel-computing
Data structures for ordering noisy data,<data-structures
Data structures for ordering noisy data,<randomized-algorithms
Data structures for ordering noisy data,<permutations
What is an easy-to-implement linear or non-quadratic suffix array construction algorithm?,<algorithms
What is an easy-to-implement linear or non-quadratic suffix array construction algorithm?,<data-structures
What is an easy-to-implement linear or non-quadratic suffix array construction algorithm?,<strings
What is an easy-to-implement linear or non-quadratic suffix array construction algorithm?,<suffix-array
Can a deterministic language be accepted by a deterministic Push Down Automaton?,<formal-languages
Can a deterministic language be accepted by a deterministic Push Down Automaton?,<pushdown-automata
Can a deterministic language be accepted by a deterministic Push Down Automaton?,<nondeterminism
Consequences of factoring and discrete log in $P/Poly$,<complexity-theory
Consequences of factoring and discrete log in $P/Poly$,<factoring
Why use coroutines instead of mutable objects?,<concurrency
Method of inductive statements for proving partial correctness of block-schemes,<proof-techniques
Method of inductive statements for proving partial correctness of block-schemes,<correctness-proof
Method of inductive statements for proving partial correctness of block-schemes,<induction
Bipartite Graph - How to determine largest subsets that are all connected,<algorithms
Bipartite Graph - How to determine largest subsets that are all connected,<graphs
Bipartite Graph - How to determine largest subsets that are all connected,<optimization
non-binary self balancing tree,<data-structures
non-binary self balancing tree,<trees
non-binary self balancing tree,<balanced-search-trees
What is the difference between superposition and paramodulation?,<first-order-logic
What is the difference between superposition and paramodulation?,<automated-theorem-proving
set of Kolmogorov-random strings is co-re,<computability
set of Kolmogorov-random strings is co-re,<semi-decidability
set of Kolmogorov-random strings is co-re,<kolmogorov-complexity
What is a brief but complete explanation of a pure/dependent type system?,<functional-programming
What is a brief but complete explanation of a pure/dependent type system?,<type-theory
Average redundancy in Huffman or Hu-Tucker codes on random symbol probabilities,<binary-trees
Average redundancy in Huffman or Hu-Tucker codes on random symbol probabilities,<information-theory
Average redundancy in Huffman or Hu-Tucker codes on random symbol probabilities,<average-case
Average redundancy in Huffman or Hu-Tucker codes on random symbol probabilities,<huffman-coding
Average redundancy in Huffman or Hu-Tucker codes on random symbol probabilities,<data-compression
The symbolic differentiation of univariate expressions,<terminology
The symbolic differentiation of univariate expressions,<functional-programming
The symbolic differentiation of univariate expressions,<mathematical-programming
The symbolic differentiation of univariate expressions,<computer-algebra
How to resolve a recurrence relation in the form of $T(n) = T(f(n))*T(g(n)) + h(n)$,<asymptotics
How to resolve a recurrence relation in the form of $T(n) = T(f(n))*T(g(n)) + h(n)$,<recurrence-relation
Show that each of these languages is decidable for regular grammars,<computability
Show that each of these languages is decidable for regular grammars,<formal-grammars
Delete a range of keys in a binary search tree in better than $O(n\lg n)$?,<algorithms
Delete a range of keys in a binary search tree in better than $O(n\lg n)$?,<binary-trees
Delete a range of keys in a binary search tree in better than $O(n\lg n)$?,<search-trees
How to show all possible implied parenthesis?,<combinatorics
How to show all possible implied parenthesis?,<recursion
Don't understand the merge part of the mergesort,<algorithms
Don't understand the merge part of the mergesort,<sorting
Modified counting sort algorithm?,<algorithms
Modified counting sort algorithm?,<sorting
Modified counting sort algorithm?,<arrays
Disjoint paths of length at most L and the number of nodes to remove to vanish this property - Inequality,<graph-theory
One-shot Private Randomness Extractor,<probability-theory
One-shot Private Randomness Extractor,<cryptography
One-shot Private Randomness Extractor,<information-theory
One-shot Private Randomness Extractor,<randomness
One-shot Private Randomness Extractor,<random-number-generator
denotional semantic for while - fixed points,<semantics
denotional semantic for while - fixed points,<denotational-semantics
Can the isomorphic graph problem be solved in deterministic polynomial time?,<complexity-theory
Can the isomorphic graph problem be solved in deterministic polynomial time?,<time-complexity
Can the isomorphic graph problem be solved in deterministic polynomial time?,<polynomial-time
Can the isomorphic graph problem be solved in deterministic polynomial time?,<graph-isomorphism
Transforming training data for machine learning algorithms,<machine-learning
Transforming training data for machine learning algorithms,<artificial-intelligence
Transforming training data for machine learning algorithms,<data-mining
A non-mechanical way to get an infinite decidable subset of a Turing-recognizable language?,<computability
A non-mechanical way to get an infinite decidable subset of a Turing-recognizable language?,<semi-decidability
"DFA accepts common strings, reduction to NPcomplete",<complexity-theory
"DFA accepts common strings, reduction to NPcomplete",<np-complete
"DFA accepts common strings, reduction to NPcomplete",<finite-automata
"DFA accepts common strings, reduction to NPcomplete",<reductions
Question regarding the potential method for amortized analysis,<algorithm-analysis
Question regarding the potential method for amortized analysis,<amortized-analysis
Class of the language only containing the empty string?,<formal-languages
Class of the language only containing the empty string?,<regular-languages
Class of the language only containing the empty string?,<context-sensitive
Difference between Bayesian Networks and Dynamic Bayesian Networks,<machine-learning
Difference between Bayesian Networks and Dynamic Bayesian Networks,<bayesian-statistics
Difference between Bayesian Networks and Dynamic Bayesian Networks,<graphical-models
"If two languages together cover all words and one is regular, is the other one as well?",<formal-languages
"If two languages together cover all words and one is regular, is the other one as well?",<regular-languages
"If two languages together cover all words and one is regular, is the other one as well?",<closure-properties
What are the theoretical and practical contributions of Multiagent Systems to science?,<machine-learning
What are the theoretical and practical contributions of Multiagent Systems to science?,<artificial-intelligence
What are the theoretical and practical contributions of Multiagent Systems to science?,<distributed-systems
What are the theoretical and practical contributions of Multiagent Systems to science?,<game-theory
What are the theoretical and practical contributions of Multiagent Systems to science?,<agent-based-computing
Seems like NP cannot equal coNP by the definition of NP,<complexity-theory
Seems like NP cannot equal coNP by the definition of NP,<np
When do deadlocks occur?,<operating-systems
When do deadlocks occur?,<concurrency
When do deadlocks occur?,<deadlocks
Another version of the online set cover problem?,<algorithms
Another version of the online set cover problem?,<set-cover
Patriot Missile Software Bug (Range Gate Calculation),<algorithms
Patriot Missile Software Bug (Range Gate Calculation),<physics
"Construct matching for half of the vertices, in linear time",<algorithms
"Construct matching for half of the vertices, in linear time",<graph-theory
"Construct matching for half of the vertices, in linear time",<graphs
"Construct matching for half of the vertices, in linear time",<matching
Understanding the proof of the halting problem,<computability
Understanding the proof of the halting problem,<proof-techniques
Understanding the proof of the halting problem,<undecidability
Understanding the proof of the halting problem,<halting-problem
On Ladner's theorem,<complexity-theory
"Proving ""QUESTION"" is NP-Complete by reduction from n-variable 3SAT",<complexity-theory
"Proving ""QUESTION"" is NP-Complete by reduction from n-variable 3SAT",<reductions
"Proving ""QUESTION"" is NP-Complete by reduction from n-variable 3SAT",<np-hard
Does dijkstra works when I multiply weights of successive nodes,<graphs
Does dijkstra works when I multiply weights of successive nodes,<shortest-path
Branchless function equivalent,<algorithms
Branchless function equivalent,<algorithm-analysis
Branchless function equivalent,<equality
How can we add back edges in Ford - Fulkerson algorithm?,<algorithms
How can we add back edges in Ford - Fulkerson algorithm?,<graph-theory
How can we add back edges in Ford - Fulkerson algorithm?,<network-flow
How can we add back edges in Ford - Fulkerson algorithm?,<bipartite-matching
How can we add back edges in Ford - Fulkerson algorithm?,<ford-fulkerson
Is it possible to calculate the propagation delay if only the length of the link is known & not the speed at which a bit travels into the link?,<computer-networks
Vertex-independent paths,<graph-theory
Vertex-independent paths,<graphs
Vertex-independent paths,<sets
Vertex-independent paths,<equality
How do incompressible strings and random strings share the same properties?,<computability
How do incompressible strings and random strings share the same properties?,<data-compression
How do incompressible strings and random strings share the same properties?,<randomness
Modeling $(x > 0 \wedge y > 0) \Leftrightarrow z > 0$ in a linear program: impossible?,<linear-programming
Modeling $(x > 0 \wedge y > 0) \Leftrightarrow z > 0$ in a linear program: impossible?,<quadratic-programming
Dijkstra vs Floyd-Warshall,<algorithms
Dijkstra vs Floyd-Warshall,<graph-theory
Can we do everything in imperative languages with a functional language if it does not allow for a 'state'?,<programming-languages
Can we do everything in imperative languages with a functional language if it does not allow for a 'state'?,<functional-programming
Can we do everything in imperative languages with a functional language if it does not allow for a 'state'?,<programming-paradigms
Converting a digital circuit to two layers of OR and AND gates,<boolean-algebra
Converting a digital circuit to two layers of OR and AND gates,<digital-circuits
Why is Savage's Vertex Cover algorithm a 2-approximation?,<algorithms
Why is Savage's Vertex Cover algorithm a 2-approximation?,<graph-theory
Why is Savage's Vertex Cover algorithm a 2-approximation?,<approximation
Why is Savage's Vertex Cover algorithm a 2-approximation?,<matching
Finding subset such that one sum is more than target and another sum is less,<complexity-theory
Finding subset such that one sum is more than target and another sum is less,<reductions
Finding subset such that one sum is more than target and another sum is less,<np-hard
Finding an automaton with a given number of states,<automata
Finding an automaton with a given number of states,<finite-automata
Finding an automaton with a given number of states,<nondeterminism
weighted subset exchange question,<complexity-theory
weighted subset exchange question,<np-complete
Is there any recent study about percentage that computer spend on sorting?,<reference-request
Is there any recent study about percentage that computer spend on sorting?,<sorting
"Shortest continuous path between shapes without passing thru other shapes, in a specific order?",<algorithms
"Shortest continuous path between shapes without passing thru other shapes, in a specific order?",<computational-geometry
Why doesn't the Needleman-Wunsch algorithm find solutions that begin with a gap?,<dynamic-programming
Why doesn't the Needleman-Wunsch algorithm find solutions that begin with a gap?,<backtracking
Why doesn't the Needleman-Wunsch algorithm find solutions that begin with a gap?,<bioinformatics
Why does if A is a spanning tree which doesn't have $e_1$ then $A\bigcup\{e_1\}$ has a unique cycle?,<proof-techniques
Why does if A is a spanning tree which doesn't have $e_1$ then $A\bigcup\{e_1\}$ has a unique cycle?,<trees
Why does if A is a spanning tree which doesn't have $e_1$ then $A\bigcup\{e_1\}$ has a unique cycle?,<spanning-trees
"Why if $G$ has two spanning trees $A$ and $A'$, then every edge of $A'\cup \{e_i\}\in A'$",<proof-techniques
"Why if $G$ has two spanning trees $A$ and $A'$, then every edge of $A'\cup \{e_i\}\in A'$",<spanning-trees
What is an efficient algorithm to see if a set of nodes ultimately depend on a certain node in a DAG?,<graphs
What is an efficient algorithm to see if a set of nodes ultimately depend on a certain node in a DAG?,<partial-order
What is an efficient algorithm to see if a set of nodes ultimately depend on a certain node in a DAG?,<dag
How to formalize a tree problem?,<trees
Is Turing machine a programmable machine or Is it like a fixed program computer?,<turing-machines
Is there a known maximum for how much a string of 0's and 1's can be compressed?,<data-compression
How do POMDPs and Dynamic Influence Diagrams differ?,<probability-theory
How do POMDPs and Dynamic Influence Diagrams differ?,<decision-problem
How do POMDPs and Dynamic Influence Diagrams differ?,<hidden-markov-models
Why is the Mersenne Twister regarded as good?,<algorithms
Why is the Mersenne Twister regarded as good?,<randomness
Why is the Mersenne Twister regarded as good?,<sampling
Why is the Mersenne Twister regarded as good?,<pseudo-random-generators
"Subset minimizing the cost of a one-sided matching, involving preference orders",<algorithms
"Subset minimizing the cost of a one-sided matching, involving preference orders",<complexity-theory
"Subset minimizing the cost of a one-sided matching, involving preference orders",<np-complete
"Subset minimizing the cost of a one-sided matching, involving preference orders",<assignment-problem
Poly-Time TSP Algorithm if there is constant factor approximation algorithm?,<np-complete
Poly-Time TSP Algorithm if there is constant factor approximation algorithm?,<traveling-salesman
Where is the reorder buffer (ROB)?,<computer-architecture
Where is the reorder buffer (ROB)?,<memory-hardware
Time Complexity and Optimization for the Algorithm?,<time-complexity
Time Complexity and Optimization for the Algorithm?,<np-complete
Time Complexity and Optimization for the Algorithm?,<optimization
Time Complexity and Optimization for the Algorithm?,<p-vs-np
"Confusion about data types, compilers, hardware data representation and static vs dynamic typing",<compilers
"Confusion about data types, compilers, hardware data representation and static vs dynamic typing",<type-checking
"Confusion about data types, compilers, hardware data representation and static vs dynamic typing",<typing
Apriori vs Associative Mining,<algorithms
Apriori vs Associative Mining,<data-structures
Apriori vs Associative Mining,<data-mining
∅-free regular expressions?,<regular-languages
∅-free regular expressions?,<regular-expressions
What is the file system of ram?,<memory-management
What is the file system of ram?,<filesystems
Isomorphic induced subgraph problem using Courcelle's theorem,<algorithms
Isomorphic induced subgraph problem using Courcelle's theorem,<algorithm-analysis
Isomorphic induced subgraph problem using Courcelle's theorem,<graph-isomorphism
Isomorphic induced subgraph problem using Courcelle's theorem,<parameterized-complexity
How ram is divided,<memory-management
Why is data fragmentation not possible on main memory (RAM)?,<memory-hardware
Why is data fragmentation not possible on main memory (RAM)?,<virtual-memory
Why is data fragmentation not possible on main memory (RAM)?,<memory-allocation
Finding a lower bound for the amount of comparisons for sorting $k$ subarrays with $\frac n k$ elements,<algorithms
Finding a lower bound for the amount of comparisons for sorting $k$ subarrays with $\frac n k$ elements,<algorithm-analysis
Finding a lower bound for the amount of comparisons for sorting $k$ subarrays with $\frac n k$ elements,<data-structures
Finding a lower bound for the amount of comparisons for sorting $k$ subarrays with $\frac n k$ elements,<asymptotics
Finding a lower bound for the amount of comparisons for sorting $k$ subarrays with $\frac n k$ elements,<sorting
"How did MacLisp's garbage collector ""run in the register set""?",<programming-languages
"How did MacLisp's garbage collector ""run in the register set""?",<memory-management
"How did MacLisp's garbage collector ""run in the register set""?",<garbage-collection
"How did MacLisp's garbage collector ""run in the register set""?",<lisp
Describe the language generated by a given context free grammar,<formal-languages
Describe the language generated by a given context free grammar,<context-free
Describe the language generated by a given context free grammar,<automata
Describe the language generated by a given context free grammar,<formal-grammars
Describe the language generated by a given context free grammar,<induction
Methods in Java with/without return? Simple but new to coding,<java
What input does this NFA accept?,<turing-machines
What input does this NFA accept?,<automata
What input does this NFA accept?,<finite-automata
What input does this NFA accept?,<nondeterminism
How to draw a DFA for given language?,<automata
How to draw a DFA for given language?,<finite-automata
How to draw a DFA for given language?,<dfa
"Given computable function, what are conditions for computability of inverse function?",<computability
Is HAMPATH in NL/L?,<complexity-theory
Is HAMPATH in NL/L?,<graphs
Is HAMPATH in NL/L?,<space-complexity
NP complete language having no Polytime decidable superset,<complexity-theory
NP complete language having no Polytime decidable superset,<np-complete
Why Bloom filter needs $\frac{m}{n}\ln{2}$ hash functions?,<bloom-filters
Why Bloom filter needs $\frac{m}{n}\ln{2}$ hash functions?,<hashing
Winnow versus Perceptron - Why adding irrelevant features increases L2(X) but not L∞(X)?,<machine-learning
Winnow versus Perceptron - Why adding irrelevant features increases L2(X) but not L∞(X)?,<online-algorithms
Winnow versus Perceptron - Why adding irrelevant features increases L2(X) but not L∞(X)?,<perceptron
How to prove a L=L(G) without knowing the L?,<formal-languages
How to prove a L=L(G) without knowing the L?,<context-free
How to modify Floyd-Warshall algorithm with space $O(V^2)$ with tracking actual path?,<algorithms
How to modify Floyd-Warshall algorithm with space $O(V^2)$ with tracking actual path?,<shortest-path
How to modify Floyd-Warshall algorithm with space $O(V^2)$ with tracking actual path?,<efficiency
How to modify Floyd-Warshall algorithm with space $O(V^2)$ with tracking actual path?,<space-analysis
Proof for Transitivity of Weak Bisimulation ≈,<concurrency
"Languages that are not subset, but are union",<formal-languages
"Languages that are not subset, but are union",<regular-languages
"Languages that are not subset, but are union",<proof-techniques
"What does actually reasonable mean when we say ""reasonable model of computation""?",<turing-machines
/How/ is the machine code within the CPU physically implemented; /why/ precisely does this work; and /where/ is it stored?,<memory-hardware
/How/ is the machine code within the CPU physically implemented; /why/ precisely does this work; and /where/ is it stored?,<cpu
"Using natural deduction, show that: ∀x.(P (x) → Q(x)), ∃x.P (x) ⊢N ∃x.Q(x)",<logic
Efficient haircuts,<algorithms
Efficient haircuts,<data-structures
Efficient haircuts,<time-complexity
Efficient haircuts,<sorting
Efficient haircuts,<priority-queues
Why do puzzles like Masyu lie in NP?,<complexity-theory
Why do puzzles like Masyu lie in NP?,<np-complete
Why do puzzles like Masyu lie in NP?,<proof-techniques
Why do puzzles like Masyu lie in NP?,<np
Can adjacency lists be used in directed graphs?,<adjacency-matrix
"$A$ and $B$ are Turing-recognizable and their union is $\Sigma^*$, find a decidable $C$ with $A - B \subseteq C$ and $B - A \subseteq \overline{C}$",<formal-languages
