Title,Tags
Proving a language is not regular with pumping lemma,<automata
Proving a language is not regular with pumping lemma,<pumping lemma
Potential function in amortized analysis,<algorithms
Potential function in amortized analysis,<algorithm analysis
Potential function in amortized analysis,<proof techniques
Potential function in amortized analysis,<amortized analysis
Is the following language context free?,<formal languages
Is the following language context free?,<formal grammars
Is the following language context free?,<context free
The importance of normal forms like Chomsky normal form for CFGs,<formal languages
The importance of normal forms like Chomsky normal form for CFGs,<context free
The importance of normal forms like Chomsky normal form for CFGs,<formal grammars
The importance of normal forms like Chomsky normal form for CFGs,<normal forms
Loop Invariants as Tautologies,<algorithm analysis
Loop Invariants as Tautologies,<logic
Loop Invariants as Tautologies,<correctness proof
Loop Invariants as Tautologies,<loop invariants
Loop Invariants as Tautologies,<program correctness
How do convolution matrices work?,<matrices
How do convolution matrices work?,<image processing
What is an Efficient Algorithm?,<algorithms
What is an Efficient Algorithm?,<terminology
What is an Efficient Algorithm?,<asymptotics
What is an Efficient Algorithm?,<landau notation
"The name of finding the path of a graph that is a variant of hamiltonian path""""""he name of ""finding the path of a graph that is a variant of hamil""""e name of ""finding the path of a graph that is a varia"""" name of ""finding the path of a graph that """"name of ""finding the path of a gr""""ame of ""finding the path""""me of ""finding t""""e of ""fin"""" of""",<complexity theory
"The name of finding the path of a graph that is a variant of hamiltonian path""""""he name of ""finding the path of a graph that is a variant of hamil""""e name of ""finding the path of a graph that is a varia"""" name of ""finding the path of a graph that """"name of ""finding the path of a gr""""ame of ""finding the path""""me of ""finding t""""e of ""fin"""" of""",<graph theory
Flaw in my NP = CoNP Proof?,<complexity theory
Flaw in my NP = CoNP Proof?,<p vs np
Flaw in my NP = CoNP Proof?,<check my proof
Flaw in my NP = CoNP Proof?,<np
NP complete and polynomial time reduction,<terminology
NP complete and polynomial time reduction,<np complete
NP complete and polynomial time reduction,<reductions
Local Search vs Classical Search,<artificial intelligence
Local Search vs Classical Search,<search algorithms
Complexity of computing the first bits of a minimal permuted adjacency matrix,<complexity theory
Complexity of computing the first bits of a minimal permuted adjacency matrix,<graph theory
Complexity of computing the first bits of a minimal permuted adjacency matrix,<graph isomorphism
Stochasticity of Genetic Algorithm,<genetic algorithms
How to get expected running time of hash table?,<algorithms
How to get expected running time of hash table?,<algorithm analysis
How to get expected running time of hash table?,<hash tables
How to get expected running time of hash table?,<hash
How to get expected running time of hash table?,<probabilistic algorithms
How to get expected running time of hash table?,<data structures
How to get expected running time of hash table?,<runtime analysis
How to get expected running time of hash table?,<average case
iterative lengthening search example,<artificial intelligence
iterative lengthening search example,<search algorithms
Height of a full binary tree,<graph theory
Height of a full binary tree,<combinatorics
Height of a full binary tree,<binary trees
Height of a full binary tree,<trees
Decidability over finite graphs of small degree,<graphs
Decidability over finite graphs of small degree,<logic
Decidability over finite graphs of small degree,<undecidability
Decidability over finite graphs of small degree,<first order logic
Decidability over finite graphs of small degree,<finite model theory
Methods for Finding Asymptotic Lower Bounds,<asymptotics
Methods for Finding Asymptotic Lower Bounds,<landau notation
Methods for Finding Asymptotic Lower Bounds,<lower bounds
Mutual information and moment generating functions,<probability theory
Mutual information and moment generating functions,<information theory
Mutual information and moment generating functions,<bioinformatics
Does hardness of a special case imply hardness of a general case?,<complexity theory
Does hardness of a special case imply hardness of a general case?,<terminology
Does hardness of a special case imply hardness of a general case?,<np hard
Is this a divide and conquer algorithm?,<algorithms
Is this a divide and conquer algorithm?,<terminology
Is this a divide and conquer algorithm?,<divide and conquer
An algorithm for fitting a rectangle inside a polygon,<algorithms
An algorithm for fitting a rectangle inside a polygon,<computational geometry
Constraint violation and efficiency in search,<algorithms
Constraint violation and efficiency in search,<optimization
Constraint violation and efficiency in search,<lower bounds
"Landau Notation, Definitions: Limits vs. Corman s",<terminology
"Landau Notation, Definitions: Limits vs. Corman s",<asymptotics
"Landau Notation, Definitions: Limits vs. Corman s",<landau notation
How does this star1 variation work? (star1 is a stochastic (dice) algorithm for artificial intelligence in adversarial games),<artificial intelligence
How does this star1 variation work? (star1 is a stochastic (dice) algorithm for artificial intelligence in adversarial games),<board games
BIT: What is the intuition behind a binary indexed tree and how was it thought about?,<algorithms
BIT: What is the intuition behind a binary indexed tree and how was it thought about?,<binary trees
BIT: What is the intuition behind a binary indexed tree and how was it thought about?,<trees
"A natural"" decidable problem not in mathsf{NP}?"""" ""natural"" decidable problem not in mathsf{NP""""""natural"" decidable problem not in mathsf{N""""natural"" decidable problem not in mathsf{N""""atural"" decidable problem not in m""""tural"" decidable problem no""""ural"" decidable probl""""ral"" decidable p""""al"" decidabl""""l"" decida"""""" decid"""" decid""",<np
What algorithm would compute the maximum choices from two sets?,<algorithms
What algorithm would compute the maximum choices from two sets?,<optimization
Image pattern detection   Finding similarities in same image,<image processing
"Construct two functions f and g satisfying f ne O(g), g ne O(f)",<asymptotics
"Construct two functions f and g satisfying f ne O(g), g ne O(f)",<landau notation
Does any CPU not contain an ALU?,<computer architecture
How to Prove E subsetneq EXP?,<complexity theory
How to Prove E subsetneq EXP?,<time complexity
How to Prove E subsetneq EXP?,<complexity classes
Dividing in modulo prime arithmetic,<arithmetic
Hashing algorithm for millions of variable length strings (URLs),<algorithms
Hashing algorithm for millions of variable length strings (URLs),<hash
Show that the Kleene star of any unary language is regular,<formal languages
Show that the Kleene star of any unary language is regular,<regular languages
Deciding whether a given language is regular,<formal languages
Deciding whether a given language is regular,<regular languages
"Grammar for describing boolean expressions with AND, OR and NOT",<formal grammars
"Grammar for describing boolean expressions with AND, OR and NOT",<context free
Network modem question,<computer architecture
Network modem question,<coding theory
Network modem question,<arithmetic
Does the complexity of strongly NP hard or  complete problems change when their input is unary encoded?,<complexity theory
Does the complexity of strongly NP hard or  complete problems change when their input is unary encoded?,<time complexity
Does the complexity of strongly NP hard or  complete problems change when their input is unary encoded?,<np complete
Counting solutions to system of linear equations modulo prime,<combinatorics
Counting solutions to system of linear equations modulo prime,<linear algebra
Perfect shuffle in parallel processing,<computer architecture
Perfect shuffle in parallel processing,<parallel computing
Prove finding a near clique is NP complete,<complexity theory
Prove finding a near clique is NP complete,<graph theory
Prove finding a near clique is NP complete,<np complete
Is induced subgraph isomorphism easy on an infinite subclass?,<complexity theory
Is induced subgraph isomorphism easy on an infinite subclass?,<graphs
Pumping Lemma for regular languages proof doubt   Sipser Book,<regular languages
Pumping Lemma for regular languages proof doubt   Sipser Book,<automata
Pumping Lemma for regular languages proof doubt   Sipser Book,<pumping lemma
Stereo images rectification and disparity: which algorithms?,<algorithms
Stereo images rectification and disparity: which algorithms?,<reference request
Stereo images rectification and disparity: which algorithms?,<image processing
Show that a function belongs to grade of incline,<complexity theory
Show that a function belongs to grade of incline,<asymptotics
Show that a function belongs to grade of incline,<landau notation
Assignment problem with no cost,<graph theory
Assignment problem with no cost,<bipartite matching
Assignment problem with no cost,<matching
Assignment problem with no cost,<assignment problem
Prove Matrix Correspondence is NP complete,<complexity theory
Prove Matrix Correspondence is NP complete,<np complete
Prove Matrix Correspondence is NP complete,<reductions
Fastest Algo to separate the 0s and 1s,<program optimization
Lowest common ancestor similar algorithm for a graph,<algorithms
Lowest common ancestor similar algorithm for a graph,<graphs
Finding the language generated by a context free grammar,<formal languages
Finding the language generated by a context free grammar,<context free
Finding the language generated by a context free grammar,<formal grammars
Weighted sum of last N numbers,<algorithms
Weighted sum of last N numbers,<data structures
Weighted sum of last N numbers,<online algorithms
Evaluation metric for an ordering algorithm,<natural lang processing
Evaluation metric for an ordering algorithm,<string metrics
How to understand the SR Latch,<circuits
How to understand the SR Latch,<sequential circuit
Controlled NOT gate a type of measurement?,<quantum computing
Time complexity 2 opt method,<algorithms
Time complexity 2 opt method,<heuristics
Time complexity 2 opt method,<routing
Is there a strictly non deterministic one counter language whose complement is one counter?,<formal languages
Is there a strictly non deterministic one counter language whose complement is one counter?,<automata
Is there a strictly non deterministic one counter language whose complement is one counter?,<closure properties
Is there a strictly non deterministic one counter language whose complement is one counter?,<pushdown automata
Recurrence relation with sum,<recurrence relation
Matching Lemma with infinitely many symbols,<turing machines
Matching Lemma with infinitely many symbols,<machine models
How are data types related to information theory?,<programming languages
How are data types related to information theory?,<information theory
Difference between pattern matching and pattern searching in terms of DFARegex,<finite automata
Difference between pattern matching and pattern searching in terms of DFARegex,<regular expressions
Difference between pattern matching and pattern searching in terms of DFARegex,<search algorithms
Is L= { a^ib^j mid jneq i  and  jneq2i  }  context free?,<formal languages
Is L= { a^ib^j mid jneq i  and  jneq2i  }  context free?,<context free
Is L= { a^ib^j mid jneq i  and  jneq2i  }  context free?,<pushdown automata
Complexity of transposing matrices represented as list of row or column vectors,<algorithms
Complexity of transposing matrices represented as list of row or column vectors,<lower bounds
Complexity of transposing matrices represented as list of row or column vectors,<matrices
Applying Expectation Maximization to coin toss examples,<probability theory
Applying Expectation Maximization to coin toss examples,<statistics
Length preserving one way functions,<complexity theory
Length preserving one way functions,<cryptography
Length preserving one way functions,<one way functions
Computer Architecture 3 level RAM hierarchy,<computer architecture
Computer Architecture 3 level RAM hierarchy,<memory hardware
How hard is a variant of Sudoku puzzle?,<complexity theory
How hard is a variant of Sudoku puzzle?,<np complete
Does closure against countable union survive union of classes?,<formal languages
Does closure against countable union survive union of classes?,<closure properties
"Is there a sorting"" algorithm which returns a random permutation when using a coin flip comparator?""""s there a ""sorting"" algorithm which returns a random permutation when using a coin flip """" there a ""sorting"" algorithm which returns a random permutation when using a """"there a ""sorting"" algorithm which returns a random permutation when""""here a ""sorting"" algorithm which returns a random permutat""""ere a ""sorting"" algorithm which returns a random p""""re a ""sorting"" algorithm which returns a ra""""e a ""sorting"" algorithm which returns"""" a ""sorting"" algorithm which ret""""a ""sorting"" algorithm which """" ""sorting"" algorithm whic""""""sorting"" algorithm whi""""sorting"" algorithm whi""""orting"" algori""""rting"" """"t""",<sorting
"Is there a sorting"" algorithm which returns a random permutation when using a coin flip comparator?""""s there a ""sorting"" algorithm which returns a random permutation when using a coin flip """" there a ""sorting"" algorithm which returns a random permutation when using a """"there a ""sorting"" algorithm which returns a random permutation when""""here a ""sorting"" algorithm which returns a random permutat""""ere a ""sorting"" algorithm which returns a random p""""re a ""sorting"" algorithm which returns a ra""""e a ""sorting"" algorithm which returns"""" a ""sorting"" algorithm which ret""""a ""sorting"" algorithm which """" ""sorting"" algorithm whic""""""sorting"" algorithm whi""""sorting"" algorithm whi""""orting"" algori""""rting"" """"t""",<randomized algorithms
"Is there a sorting"" algorithm which returns a random permutation when using a coin flip comparator?""""s there a ""sorting"" algorithm which returns a random permutation when using a coin flip """" there a ""sorting"" algorithm which returns a random permutation when using a """"there a ""sorting"" algorithm which returns a random permutation when""""here a ""sorting"" algorithm which returns a random permutat""""ere a ""sorting"" algorithm which returns a random p""""re a ""sorting"" algorithm which returns a ra""""e a ""sorting"" algorithm which returns"""" a ""sorting"" algorithm which ret""""a ""sorting"" algorithm which """" ""sorting"" algorithm whic""""""sorting"" algorithm whi""""sorting"" algorithm whi""""orting"" algori""""rting"" """"t""",<permutations
A vector like data structure with allocation table; O(1) indexing time required,<data structures
A vector like data structure with allocation table; O(1) indexing time required,<efficiency
A vector like data structure with allocation table; O(1) indexing time required,<arrays
Asymptotic Properties of Functions in Complexity Analysis,<time complexity
Asymptotic Properties of Functions in Complexity Analysis,<asymptotics
Asymptotic Properties of Functions in Complexity Analysis,<landau notation
Why is the subset of palindromes of a regular language context free?,<formal languages
Why is the subset of palindromes of a regular language context free?,<regular languages
Why is the subset of palindromes of a regular language context free?,<context free
Why is the subset of palindromes of a regular language context free?,<closure properties
Minimal envy land division,<reference request
Minimal envy land division,<game theory
"Is detecting doubly"" arithmetic progressions 3SUM hard?""""s detecting ""doubly"" arithmetic progressio"""" detecting ""doubly"" arithmeti""""detecting ""doubly""""etecti""",<algorithms
"Is detecting doubly"" arithmetic progressions 3SUM hard?""""s detecting ""doubly"" arithmetic progressio"""" detecting ""doubly"" arithmeti""""detecting ""doubly""""etecti""",<complexity theory
"Is detecting doubly"" arithmetic progressions 3SUM hard?""""s detecting ""doubly"" arithmetic progressio"""" detecting ""doubly"" arithmeti""""detecting ""doubly""""etecti""",<lower bounds
What is the time complexity of generating n th prime number?,<algorithms
What is the time complexity of generating n th prime number?,<primes
Union of two automata,<automata
Union of two automata,<finite automata
How to prove polynomial time equivalence?,<complexity theory
How to prove polynomial time equivalence?,<reductions
How to prove polynomial time equivalence?,<p vs np
"How do you apply Context Free Pumping Lemma to these problems, and how do the approaches differ?",<context free
"How do you apply Context Free Pumping Lemma to these problems, and how do the approaches differ?",<pumping lemma
Getting started with Program Analysis,<reference request
Getting started with Program Analysis,<compilers
Getting started with Program Analysis,<semantics
Complexity of algorithm inserting an element in a circular linked list at the front end,<data structures
Complexity of algorithm inserting an element in a circular linked list at the front end,<efficiency
Complexity of algorithm inserting an element in a circular linked list at the front end,<linked lists
Proving NP Completeness of a subset sum problem   how?,<complexity theory
Proving NP Completeness of a subset sum problem   how?,<np complete
Proving NP Completeness of a subset sum problem   how?,<reductions
Can a recurrence relation be translated to a composite function of itself?,<recurrence relation
Can a recurrence relation be translated to a composite function of itself?,<recursion
Why is the name half adder used to represent the half adder?,<terminology
Why is the name half adder used to represent the half adder?,<circuits
Algorithm to return largest subset of non intersecting intervals,<algorithms
Algorithm to return largest subset of non intersecting intervals,<optimization
Algorithm to return largest subset of non intersecting intervals,<integers
Algorithm to return largest subset of non intersecting intervals,<intervals
Algorithm to return largest subset of non intersecting intervals,<set cover
DFS miniumum spanning tree,<algorithms
DFS miniumum spanning tree,<graphs
DFS miniumum spanning tree,<spanning trees
Destination based vs source based routing,<algorithms
Destination based vs source based routing,<distributed systems
Destination based vs source based routing,<shortest path
Destination based vs source based routing,<routing
"A procedure for Topological sort, proof for its correctness",<algorithms
"A procedure for Topological sort, proof for its correctness",<algorithm analysis
"A procedure for Topological sort, proof for its correctness",<sorting
"A procedure for Topological sort, proof for its correctness",<correctness proof
Why is there no two bit data type?,<programming languages
VAR autoincrement with constant space consumption for super large tables,<integers
VAR autoincrement with constant space consumption for super large tables,<database theory
VAR autoincrement with constant space consumption for super large tables,<performance
How many minimal spanning trees are there when all edge costs are distinct?,<graph theory
How many minimal spanning trees are there when all edge costs are distinct?,<spanning trees
How to prove NP hardness of a longest path problem?,<complexity theory
How to prove NP hardness of a longest path problem?,<reductions
How to prove NP hardness of a longest path problem?,<proof techniques
How to prove NP hardness of a longest path problem?,<np hard
Difference between the languages accepted by two DFAs with different initial stateaccepting states?,<formal languages
Difference between the languages accepted by two DFAs with different initial stateaccepting states?,<reference request
Difference between the languages accepted by two DFAs with different initial stateaccepting states?,<finite automata
Minimize the total execution time of jobs executed by 3 processors in sequence,<algorithms
Minimize the total execution time of jobs executed by 3 processors in sequence,<scheduling
Unable to understand control flow in KMP algorithm,<algorithms
Unable to understand control flow in KMP algorithm,<terminology
Unable to understand control flow in KMP algorithm,<strings
How to reduce from subset sum problem?,<complexity theory
How to reduce from subset sum problem?,<reductions
How to reduce from subset sum problem?,<np hard
Sampling perfect matching uniformly at random,<algorithms
Sampling perfect matching uniformly at random,<complexity theory
Sampling perfect matching uniformly at random,<matching
Sampling perfect matching uniformly at random,<sampling
Get the running time of forest disjoint sets,<data structures
Synchronization using serialization,<concurrency
Synchronization using serialization,<synchronization
Faster Algorithm for Computing Norm,<algorithms
Faster Algorithm for Computing Norm,<discrete mathematics
Faster Algorithm for Computing Norm,<number theory
Why is Theta notation suitable to insertion sort to describe its worst case running time?,<algorithms
Why is Theta notation suitable to insertion sort to describe its worst case running time?,<time complexity
Why is Theta notation suitable to insertion sort to describe its worst case running time?,<algorithm analysis
Why is Theta notation suitable to insertion sort to describe its worst case running time?,<asymptotics
Relationship between L and PSPACE,<complexity theory
Relationship between L and PSPACE,<space complexity
Star free language vs. regular language,<formal languages
Star free language vs. regular language,<regular languages
Star free language vs. regular language,<automata
Polynomial time reductions using binary search,<complexity theory
Polynomial time reductions using binary search,<terminology
Polynomial time reductions using binary search,<np complete
Polynomial time reductions using binary search,<optimization
Polynomial time reductions using binary search,<decision problem
Why is this true: ‰ÛÏThere are countably many Turing Machines‰Û,<turing machines
Why is this true: ‰ÛÏThere are countably many Turing Machines‰Û,<automata
How to find specificity of a regex match?,<algorithms
How to find specificity of a regex match?,<regular expressions
How to find specificity of a regex match?,<strings
Is this NIM game tree correct?,<game theory
How to analyze the Steiner tree problem?,<complexity theory
How to analyze the Steiner tree problem?,<graph theory
How to analyze the Steiner tree problem?,<np complete
How to analyze the Steiner tree problem?,<reductions
How to analyze the Steiner tree problem?,<trees
Find a vertex that is equidistant to a set of vertices?,<algorithms
Find a vertex that is equidistant to a set of vertices?,<graph theory
Find a vertex that is equidistant to a set of vertices?,<search algorithms
Find a vertex that is equidistant to a set of vertices?,<shortest path
What is the difference between Multiprogramming and Multitasking,<terminology
What is the difference between Multiprogramming and Multitasking,<process scheduling
Non trivial runs of Prim s algorithm,<algorithms
Non trivial runs of Prim s algorithm,<terminology
Non trivial runs of Prim s algorithm,<graphs
Fastest known algorithm for 3 Partition problem,<algorithms
Fastest known algorithm for 3 Partition problem,<np complete
Fastest known algorithm for 3 Partition problem,<partition problem
Decreasing runs of inner loop in outer loop,<time complexity
Decreasing runs of inner loop in outer loop,<asymptotics
Decreasing runs of inner loop in outer loop,<runtime analysis
"Why S=1, R=1 Is forbidden in RS Flip Flop",<logic
"Why S=1, R=1 Is forbidden in RS Flip Flop",<circuits
"Why S=1, R=1 Is forbidden in RS Flip Flop",<sequential circuit
"While proving optimality of the A* algorithm, why can we change graphs?",<algorithms
"While proving optimality of the A* algorithm, why can we change graphs?",<algorithm analysis
"While proving optimality of the A* algorithm, why can we change graphs?",<search algorithms
"While proving optimality of the A* algorithm, why can we change graphs?",<correctness proof
Poker with Bluffing (game theory),<game theory
Poker with Bluffing (game theory),<board games
Linear time labeling algorithm for a tree?,<algorithms
Linear time labeling algorithm for a tree?,<trees
Random file access in a block based file format,<efficiency
Random file access in a block based file format,<databases
Random file access in a block based file format,<filesystems
Why do negative array indices make sense?,<programming languages
Why do negative array indices make sense?,<arrays
Why do negative array indices make sense?,<c
How to write Context Free Grammar with numerical restrictions,<context free
How to write Context Free Grammar with numerical restrictions,<formal grammars
Can a Turing Machine decide if an NFA accepts a string of prime length?,<computability
Can a Turing Machine decide if an NFA accepts a string of prime length?,<finite automata
"For regular languages A and B, determine whether B might match early in (A B)",<formal languages
"For regular languages A and B, determine whether B might match early in (A B)",<regular languages
"For regular languages A and B, determine whether B might match early in (A B)",<regular expressions
"For regular languages A and B, determine whether B might match early in (A B)",<parsers
"Does c^*(b cup (ac)^*)^* define all strings over {a,b,c} that don t contain the substring bc",<formal languages
"Does c^*(b cup (ac)^*)^* define all strings over {a,b,c} that don t contain the substring bc",<regular languages
"Does c^*(b cup (ac)^*)^* define all strings over {a,b,c} that don t contain the substring bc",<regular expressions
How to write stack programs for arithmetic terms?,<programming languages
How to enumerate all combinations of n binary variables s.t. their sum is k?,<algorithms
How to enumerate all combinations of n binary variables s.t. their sum is k?,<combinatorics
How to enumerate all combinations of n binary variables s.t. their sum is k?,<enumeration
Shannon Entropy to Min Entropy,<terminology
Shannon Entropy to Min Entropy,<probability theory
Shannon Entropy to Min Entropy,<entropy
Throughput measure,<optimization
Throughput measure,<distributed systems
Throughput measure,<approximation
Job scheduling with a bottleneck problem,<complexity theory
Job scheduling with a bottleneck problem,<reference request
Job scheduling with a bottleneck problem,<scheduling
Pumping lemma for CFG doubt,<context free
Pumping lemma for CFG doubt,<automata
Pumping lemma for CFG doubt,<pumping lemma
CFG to CNF conversion steps,<context free
CFG to CNF conversion steps,<automata
Fair division of two dimensional cake,<reference request
Fair division of two dimensional cake,<game theory
Can a Turing Machine decide if a regular expression matches all strings of exactly some length l geq 1?,<computability
Can a Turing Machine decide if a regular expression matches all strings of exactly some length l geq 1?,<finite automata
Can a Turing Machine decide if a regular expression matches all strings of exactly some length l geq 1?,<regular expressions
What s the regex corresponding to this DFA?,<regular expressions
The complexity class FP,<complexity theory
Lower bound for sorting n arrays of size k each,<algorithms
Lower bound for sorting n arrays of size k each,<sorting
Lower bound for sorting n arrays of size k each,<arrays
Lower bound for sorting n arrays of size k each,<lower bounds
Lower bound for sorting n arrays of size k each,<check my proof
Existence of bipartite perfect matching,<graphs
Existence of bipartite perfect matching,<bipartite matching
Can a two stack PDA accept language a^nb^mc^nd^m which is not context free?,<formal languages
Can a two stack PDA accept language a^nb^mc^nd^m which is not context free?,<automata
Can a two stack PDA accept language a^nb^mc^nd^m which is not context free?,<machine models
How DMA improves IO operation efficiency?,<computer architecture
How DMA improves IO operation efficiency?,<memory hardware
How DMA improves IO operation efficiency?,<memory access
Can a Turing machine decide the language L_emptyset of machines with empty language?,<turing machines
Can a Turing machine decide the language L_emptyset of machines with empty language?,<undecidability
How to enumerate combinations in parallel,<algorithms
How to enumerate combinations in parallel,<combinatorics
How to enumerate combinations in parallel,<parallel computing
How to enumerate combinations in parallel,<matrices
Decomposition of graphs that uses centers,<complexity theory
Decomposition of graphs that uses centers,<graph theory
Decomposition of graphs that uses centers,<reference request
Decomposition of graphs that uses centers,<parameterized complexity
Can you complete a basis in polynomial time?,<algorithms
Can you complete a basis in polynomial time?,<linear algebra
Undecidability of the language with its elements(TM) having empty language,<turing machines
Recognizing loops in computation on LBA,<linear bounded automata
Proof that regular languages are closed against taking the even length subset,<formal languages
Proof that regular languages are closed against taking the even length subset,<regular languages
Proof that regular languages are closed against taking the even length subset,<closure properties
Context free grammar construction,<formal languages
Context free grammar construction,<context free
Context free grammar construction,<formal grammars
Understanding DPLL algorithm,<algorithms
Understanding DPLL algorithm,<logic
Understanding DPLL algorithm,<satisfiability
Understanding DPLL algorithm,<sat solvers
Proving undecidability of the language composed of LBAs where their language is empty,<turing machines
Proving undecidability of the language composed of LBAs where their language is empty,<undecidability
Adapting neural network,<machine learning
Adapting neural network,<neural networks
Adapting neural network,<learning theory
A good introductory book on cryptography,<reference request
A good introductory book on cryptography,<cryptography
A good introductory book on cryptography,<books
Reconstructing files from binary,<encoding scheme
All paths of less than a given length in a directed graph between couple of nodes,<algorithms
All paths of less than a given length in a directed graph between couple of nodes,<graphs
All paths of less than a given length in a directed graph between couple of nodes,<search algorithms
All paths of less than a given length in a directed graph between couple of nodes,<shortest path
Time complexity based on two variables,<asymptotics
Time complexity based on two variables,<landau notation
What are two s complement integers?,<terminology
What are two s complement integers?,<integers
What are two s complement integers?,<encoding scheme
Sort array of 5 integers with a max of 7 compares,<algorithms
Sort array of 5 integers with a max of 7 compares,<sorting
"Variation of interval scheduling algorithm with several job categories, only one from each can be used",<algorithms
"Variation of interval scheduling algorithm with several job categories, only one from each can be used",<optimization
"Variation of interval scheduling algorithm with several job categories, only one from each can be used",<scheduling
"Is every regular language Turing decidable, and how can we prove this?",<terminology
"Is every regular language Turing decidable, and how can we prove this?",<computability
"Is every regular language Turing decidable, and how can we prove this?",<regular languages
"Is every regular language Turing decidable, and how can we prove this?",<decision problem
A pumping lemma for deterministic context free languages?,<context free
A pumping lemma for deterministic context free languages?,<proof techniques
A pumping lemma for deterministic context free languages?,<pumping lemma
Are genetic algorithms special instances of random search done in an unexpectedly short run time?,<search algorithms
Are genetic algorithms special instances of random search done in an unexpectedly short run time?,<efficiency
Are genetic algorithms special instances of random search done in an unexpectedly short run time?,<randomness
Are genetic algorithms special instances of random search done in an unexpectedly short run time?,<evolutionary computing
Are genetic algorithms special instances of random search done in an unexpectedly short run time?,<genetic algorithms
Finding recurrence when Master Theorem fails,<asymptotics
Finding recurrence when Master Theorem fails,<recurrence relation
Finding recurrence when Master Theorem fails,<master theorem
"Given a chordal graph G, what is the complexity of computing the reduced clique graph C_r(G)?",<algorithms
"Given a chordal graph G, what is the complexity of computing the reduced clique graph C_r(G)?",<graph theory
"Given a chordal graph G, what is the complexity of computing the reduced clique graph C_r(G)?",<reference request
Subset Sum: reduce special to general case,<complexity theory
Subset Sum: reduce special to general case,<reductions
Subset Sum: reduce special to general case,<np hard
Regular expression for odd binary numbers without leading zeros,<formal languages
Regular expression for odd binary numbers without leading zeros,<regular languages
Regular expression for odd binary numbers without leading zeros,<regular expressions
How can I show a linear languages are closed against concatenating with regular ones?,<formal languages
How can I show a linear languages are closed against concatenating with regular ones?,<context free
How can I show a linear languages are closed against concatenating with regular ones?,<closure properties
How can I show a linear languages are closed against concatenating with regular ones?,<check my proof
Colour a binary tree to be a red black tree,<algorithms
Colour a binary tree to be a red black tree,<data structures
Colour a binary tree to be a red black tree,<binary trees
Colour a binary tree to be a red black tree,<search trees
Complexities of basic operations of searching and sorting algorithms,<algorithm analysis
Complexities of basic operations of searching and sorting algorithms,<asymptotics
Complexities of basic operations of searching and sorting algorithms,<runtime analysis
Complexities of basic operations of searching and sorting algorithms,<sorting
Complexities of basic operations of searching and sorting algorithms,<searching
Difference between a TM with an empty language and the one accepting empty string,<terminology
Difference between a TM with an empty language and the one accepting empty string,<turing machines
Algorithms with polynomial time complexity of higher order,<algorithms
Algorithms with polynomial time complexity of higher order,<complexity theory
Algorithms with polynomial time complexity of higher order,<asymptotics
Why are optimization problems always NP hard and not NP complete and what does this mean for other levels of the polynomial time hierarchy?,<complexity theory
Why are optimization problems always NP hard and not NP complete and what does this mean for other levels of the polynomial time hierarchy?,<terminology
Why are optimization problems always NP hard and not NP complete and what does this mean for other levels of the polynomial time hierarchy?,<optimization
Why are optimization problems always NP hard and not NP complete and what does this mean for other levels of the polynomial time hierarchy?,<integer programming
Give CFG and PDA for the words that start and end with the same symbol,<formal languages
Give CFG and PDA for the words that start and end with the same symbol,<context free
Give CFG and PDA for the words that start and end with the same symbol,<pushdown automata
How to interpret this formal language definition?,<formal languages
How to interpret this formal language definition?,<terminology
"When two siblings in a heap are equal, how do you bubble down?",<data structures
"When two siblings in a heap are equal, how do you bubble down?",<heaps
Do any decision problems exist outside NP and NP Hard?,<complexity theory
Do any decision problems exist outside NP and NP Hard?,<np complete
Do any decision problems exist outside NP and NP Hard?,<np hard
Do any decision problems exist outside NP and NP Hard?,<decision problem
Do any decision problems exist outside NP and NP Hard?,<complexity classes
Do any decision problems exist outside NP and NP Hard?,<np
Constructing a binary tree with given traversals,<binary trees
Regularity of the exact middle of words from a regular language,<formal languages
Regularity of the exact middle of words from a regular language,<regular languages
Regularity of the exact middle of words from a regular language,<closure properties
Differences between Fuzzy C Means and EM,<algorithms
Differences between Fuzzy C Means and EM,<terminology
Differences between Fuzzy C Means and EM,<algorithm analysis
Differences between Fuzzy C Means and EM,<machine learning
Differences between Fuzzy C Means and EM,<statistics
How to generate a pushdown automata for accepting a language?,<formal languages
How to generate a pushdown automata for accepting a language?,<automata
How to generate a pushdown automata for accepting a language?,<pushdown automata
Giving a regular grammar for the language,<formal languages
Giving a regular grammar for the language,<regular languages
What is the relation between P vs. NP and Nature s ability to solve NP problems efficiently?,<complexity theory
What is the relation between P vs. NP and Nature s ability to solve NP problems efficiently?,<quantum computing
Why is it best to use a prime number as a mod in a hashing function?,<data structures
Why is it best to use a prime number as a mod in a hashing function?,<hash
Why is it best to use a prime number as a mod in a hashing function?,<hash tables
Why is it best to use a prime number as a mod in a hashing function?,<primes
What is semantic closure?,<databases
complexity of finding the hampath of length k in a graph with n vertexes where k < n,<complexity theory
complexity of finding the hampath of length k in a graph with n vertexes where k < n,<graph theory
Is there difference between workflow aware and non workflow aware optimal selection of web service composition?,<software engineering
Is there difference between workflow aware and non workflow aware optimal selection of web service composition?,<software testing
Does O(1) * o(1) equal a o(1) function?,<asymptotics
Number of possible search paths when searching in BST,<data structures
Number of possible search paths when searching in BST,<combinatorics
Number of possible search paths when searching in BST,<binary trees
Number of possible search paths when searching in BST,<search trees
Number of possible search paths when searching in BST,<graph traversal
